,t,x,y,u,v,p,dudx,dudy,dvdx,dvdy,dudt,dvdt
0,0.0222222222222222,0.3684210526315789,0.0888888888888888,0.3933579532422172,0.0011146823157659,-2.9538927692338803,0.1529464533054655,-31.1380125278186,0.0301487314880872,-0.0826676086001743,-0.8207825686357917,0.0180751272317416
1,0.1,0.3157894736842105,0.0777777777777777,0.6948178586208998,-0.0016538549537075,-2.531340591348165,-0.1004848596000143,-21.87911048417116,-0.007234509786999,0.0560041312069275,-0.0271655103077028,-0.1516017199304492
2,0.0333333333333333,0.2631578947368421,0.0222222222222222,0.7041087767395684,-1.774469571702976e-05,-2.103342035239523,0.1780648836263687,23.040451650826093,0.0226339876708426,0.011208530986158,0.3437236944228483,-0.0029561413904572
3,0.1,0.0526315789473684,0.0444444444444444,1.002908042509424,-0.0013168244275462,-0.4101121680319075,-0.1514256005199591,4.189388290392729,-0.037292996659325,-0.0008425049051503,1.3397834199332492,-0.0567701724816534
4,0.0111111111111111,0.7894736842105263,0.1,-0.0107748785769769,-0.0022256530960324,-6.315435069918177,0.0,0.0,0.0,0.0,0.1790541484693274,0.0610170200253937
5,0.0222222222222222,0.7368421052631579,0.0888888888888888,0.3898488111182443,0.0010222122393257,-5.8954383610727445,0.0750683143360064,-32.46819748998609,-0.0060378590072353,0.1150444886620333,-0.4538152713149002,-0.0586661490189659
6,0.0,0.0,0.0777777777777777,0.691358024691358,-0.0002638840544684,0.0,0.0,0.0,0.0,0.0,0.3003911324515163,-0.1827079250307273
7,0.0,0.894736842105263,0.0222222222222222,0.6913580246913579,0.0006341701437816,0.0,0.0,22.22222222222222,-0.0068862201047493,0.0359434748094247,-0.4955590568113788,-0.0311983100375381
8,0.0888888888888888,0.5263157894736842,0.0666666666666666,0.8998685900380253,0.0002506614733881,-4.21807859499462,-0.12939394909908,-13.65808508852823,-0.0021843011585493,0.1512713895411543,0.5620799741209548,-0.0709510041482237
9,0.0666666666666666,0.4736842105263157,0.0888888888888888,0.3848064607620652,-6.805639604479823e-05,-3.813396654829986,-0.264796470298804,-31.219914808556226,0.004434095067982,0.1344267392134072,-0.6043573620828746,-0.0890656751803603
10,0.0555555555555555,0.2105263157894736,0.0777777777777777,0.6884391304926236,0.0002352159469612,-1.682077677103285,-0.1294427969890729,-22.131441531146283,0.0012444386242236,-0.1565391993145274,-1.242076721265234,-0.1009258550739989
11,0.0444444444444444,0.631578947368421,0.0444444444444444,1.0092102288843257,-0.0041588209994498,-5.050658848252668,-0.034820320285463,4.969295121418462,-0.0011438010419636,0.0313251876152578,1.3509603756021948,0.0050653409137045
12,0.0444444444444444,0.0,0.0333333333333333,0.8983722030941546,0.0009465146693723,-0.0172873502858193,0.0,0.0,0.0,0.0,-0.8857067467305413,-0.0516165191229021
13,0.0666666666666666,0.2631578947368421,0.0555555555555555,0.973555461978324,0.0006902826311518,-2.1091414809353672,0.1717312862173295,-4.663491461441866,-0.0218271062429917,0.1552671513446014,-0.7904667230383633,-0.0211653838898145
14,0.0111111111111111,0.9473684210526316,0.0333333333333333,0.8877837471818095,0.0027169023012349,-7.589120314397959,0.1914649998183705,13.010092780081449,-0.036391342600167,0.0051782639521998,-0.0093023528261182,0.0264127223328329
15,0.1,0.6842105263157894,0.0,-0.0035266718149079,0.0013876327791213,-5.479330488017635,0.0,0.0,0.0,0.0,-2.012677613446176,0.1179987788355841
16,0.0333333333333333,0.1052631578947368,0.0111111111111111,0.3944033566947144,0.0004562453938814,-0.8567694960517129,-0.1349223877746379,31.86216802406218,0.0270732615849507,0.0354740355578942,0.1321563951115489,-0.123221191097257
17,0.0,0.894736842105263,0.0555555555555555,0.9876543209876544,-0.0006749681923279,0.0,0.0,-4.444444444444444,0.0004065526447121,-0.04394681357843,0.1055305285590835,-0.204947874639622
