,t,x,y,u,v,p,dudx,dudy,dvdx,dvdy,dudt,dvdt
5000,0.1,0.7894736842105263,0.0888888888888888,1.0267118482169937,0.3978432962465724,-0.5917448487943624,3.612397382319656,-16.325660671976895,2.2146104267607702,-0.5765984485056278,4.703210856312034,1.1433097255221902
5001,0.0444444444444444,0.3157894736842105,0.0777777777777777,0.5567853164121577,0.0647788112046114,-0.1412642205870466,-4.962021799839538,-16.182555268771974,-3.7645605013394974,2.288759810878201,7.204553380984918,7.237551412260753
5002,0.1,0.6842105263157894,0.0222222222222222,0.9024490864241996,0.0012487502072027,-0.4742720895517605,2.077224101082141,-1.7880849004974353,3.2660509732597927,0.8960388918352488,-8.693098284984135,-2.8206841955837816
5003,0.0888888888888888,0.4736842105263157,0.0444444444444444,0.8463984114465021,-0.0707301453474801,-0.3995744413552897,2.3754355919689063,1.0943487201408664,-0.9823961634342556,2.1216016135101268,2.310548065229173,0.3933880576164054
5004,0.1,0.3684210526315789,0.1,-0.1196308887508352,-0.2401323882377794,-0.0313330798210289,0.0,0.0,0.0,0.0,6.129407941080917,-6.71228060240599
5005,0.0111111111111111,0.3157894736842105,0.0888888888888888,0.4670809237584457,-0.1099649048060871,-0.1093484799431732,-1.1094275536300722,-28.54997805342438,0.5752711587641265,11.145895244039352,-2.80311872710228,-4.002425298282479
5006,0.0444444444444444,0.4210526315789473,0.0666666666666666,0.7331266587749004,-0.2240682277173266,-0.2584667306321148,1.6626916790768445,-23.024380459549768,-0.8248620369394236,-10.61184699486842,-5.570708783124362,0.4613256291918027
5007,0.0666666666666666,0.6842105263157894,0.0777777777777777,0.6020637114884354,0.1359392423806424,-0.1916960562706084,-2.824643491645515,13.163686702192122,-1.7552902602277147,2.2167294354034346,-0.2214158255080811,2.2589995429713365
5008,0.0111111111111111,0.3157894736842105,0.0666666666666666,0.9071778417013908,0.0861215013519179,-0.4725839662402442,2.9479660608602383,-12.792603188065744,-0.2368268336529416,-6.34006725221337,-0.9216318974330562,6.258557936329111
5009,0.0777777777777777,0.4736842105263157,0.0888888888888888,0.1525910747372973,0.1502864772888178,-0.0108060940399914,2.963908757240958,-50.59361531618035,0.7866614029898968,-1.4102444513318555,3.883474562085916,4.803722868271701
5010,0.0333333333333333,0.631578947368421,0.0777777777777777,0.6875168557021929,-0.0274617478564551,-0.2072603713260175,0.8796215868735324,-8.233075075718865,-1.7170911111175384,-0.0558240332045726,1.6201385960013748,-4.335708194766617
5011,0.0111111111111111,0.631578947368421,0.0444444444444444,0.863792440972278,-0.0795608323851171,-0.3507000721072267,0.0704898224024085,5.466308247672814,0.9709139140873394,4.047554145585428,2.3952876092543818,4.414148038484398
5012,0.0666666666666666,0.0,0.0333333333333333,0.698962200503555,0.0609864672288259,-0.2218209680933142,0.0,0.0,0.0,0.0,3.237894938394581,-1.5344284864633593
5013,0.0666666666666666,0.6842105263157894,0.0555555555555555,0.8373651499584589,0.0118065306442536,-0.423390598940178,-2.878394463084461,-9.487830846565542,-0.7016311290997516,-16.68180853893686,0.7553422129034371,3.2448752352718544
5014,0.0,0.1052631578947368,0.0333333333333333,0.7269260299834187,-0.0231179605727565,0.0,0.195221995598997,11.403517970181854,-0.5763451045041296,-1.9251784610942544,-1.9895360196659828,-5.7917506145798425
5015,0.0555555555555555,0.4736842105263157,0.0,-0.0196113584804767,0.0833244972003579,-0.0067091881197814,0.0,0.0,0.0,0.0,-1.8690012429394705,-2.350874804439956
5016,0.0666666666666666,0.1052631578947368,0.0111111111111111,0.8090639868558089,-0.148936738051778,-0.3265425927119216,-0.8342379472194817,38.68343200865511,1.5806038690647837,-7.897179842493523,2.1801459456441297,-7.548651026675753
5017,0.0444444444444444,0.1052631578947368,0.0,-0.1134591074954161,-0.1270906846382796,-0.012382442621367,0.0,0.0,0.0,0.0,-2.714230656548554,-1.7733821584815057
5018,0.0333333333333333,0.8421052631578947,0.1,-0.1368265049752235,0.0829956910573609,-0.0182170578986887,0.0,0.0,0.0,0.0,-3.0759638694030227,-0.5825730929389955
5019,0.0888888888888888,0.6842105263157894,0.0555555555555555,1.3915236905143389,0.0342472953367146,-0.953328102350976,1.2161334695363994,-8.361535721154521,-2.086951483018072,-3.07350242200786,0.7745644693139653,4.168456445253138
5020,0.0,0.1052631578947368,0.0777777777777777,0.8589824018186962,-0.0056877766117963,0.0,1.0884394125978716,-18.930299581856644,0.6440702591126567,0.5901920471701538,-0.4270355853229324,8.652673227907368
